event_sequence,source_channel,source_event_exchange_time_ms,source_local_receive_ts_ns,candidate_age_seconds_at_eval,side,quote_px,bid,ask,spread_ticks,order_size_btc,same_side_top_qty_btc,same_side_top_order_count,top_depth_multiple_of_order,rolling_trade_count_last_3s,touch_trade_qty_btc,strict_trade_through_qty_btc,at_or_through_trade_qty_btc,required_depletion_qty_btc,queue_depletion_multiple,public_depletion_status,quality_bucket,dynamic_size_btc,allowed,skip_reason,bbo_history_count,bbo_history_span_ms,last_l2_age_ms,same_touch_bbo_count,bbo_history_status,freshness_source,touch_stability_ms,last_touch_change_ms,previous_top_qty,current_top_qty,reset_qty_delta,previous_order_count,current_order_count,reset_order_count_delta,top_reset_status,top_reset_reason,fresh_touch_evidence_status,fresh_touch_evidence_reason,fresh_touch_block_reason,queue_reset_block_reason,local_receive_ordering_status,exchange_time_ordering_status,inference_scope,shadow_action,shadow_reason,fair_mid_source_status,fair_mid_source_reason,edge_gate_status,edge_gate_reason,fair_mid_px,edge_ticks,binance_source_age_ms,order_endpoint_called,private_endpoint_called,credential_read
37,trades,1782283164888,1782283165190844939,0.302998,buy,62830,62830,62831,1,0.005,5.17346,13,1034.692,3,0.00099,0,0.00099,5.17846,0.0001911765273845892408167679194,touched_quote_without_depletion,,0.00024,False,missing_same_side_strict_through_support,12,56465,2191,3,same_touch_stable_enough,real_bbo_history_touch_stability,12900,1782283151988,0.41921,5.17346,4.75425,11,13,2,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
38,trades,1782283165025,1782283165303892797,0.278964,buy,62830,62830,62831,1,0.005,5.17346,13,1034.692,7,0.00017,0.01614,0.01631,5.17846,0.003149585011760253048203519965,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,12,56465,2328,3,same_touch_stable_enough,real_bbo_history_touch_stability,13037,1782283151988,0.41921,5.17346,4.75425,11,13,2,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,outside_quality_a_b_queue_bands,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
39,trades,1782283166505,1782283166852469687,0.347634,buy,62830,62830,62831,1,0.005,5.17346,13,1034.692,11,0.00017,0.43328,0.43345,5.17846,0.08370249070186889538588692391,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,11,53757,3808,3,same_touch_stable_enough,real_bbo_history_touch_stability,14517,1782283151988,0.41921,5.17346,4.75425,11,13,2,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,outside_quality_a_b_queue_bands,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
40,l2Book,1782283168128,1782283168429691946,0.301808,buy,62825,62825,62826,1,0.005,0.0018,2,0.36,4,0,0,0,0.0068,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,12,59188,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1782283168128,,0.0018,,,2,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
41,trades,1782283169017,1782283169251372848,0.234517,buy,62825,62825,62826,1,0.005,0.0018,2,0.36,5,0,0,0,0.0068,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,11,53819,889,1,same_touch_stable_enough,real_bbo_history_touch_stability,889,1782283168128,,0.0018,,,2,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
42,trades,1782283169975,1782283170168961597,0.194139,buy,62825,62825,62826,1,0.005,0.0018,2,0.36,32,0.0018,0.14767,0.14947,0.0068,21.98088235294117647058823529,depleted_top_plus_order_proxy,quality_a,0.005,True,,11,53819,1847,1,same_touch_stable_enough,real_bbo_history_touch_stability,1847,1782283168128,,0.0018,,,2,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,touch_stability_below_minimum,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
43,trades,1782283172390,1782283172572837786,0.182985,buy,62825,62825,62826,1,0.005,0.0018,2,0.36,32,0.0018,0.15194,0.15374,0.0068,22.60882352941176470588235294,depleted_top_plus_order_proxy,quality_a,0.005,True,,11,53819,4262,1,same_touch_stable_enough,real_bbo_history_touch_stability,4262,1782283168128,,0.0018,,,2,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,touch_stability_below_minimum,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
44,l2Book,1782283173546,1782283173840135441,0.29429,buy,62812,62812,62813,1,0.005,12.58676,37,2517.352,1,0.00427,0,0.00427,12.59176,0.0003391106564928175251116603239,touched_quote_without_depletion,,0.00106,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,12,59237,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1782283173546,,12.58676,,,37,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
45,trades,1782283176140,1782283176444028493,0.304166,buy,62812,62812,62813,1,0.005,12.58676,37,2517.352,1,0.00017,0,0.00017,12.59176,0.00001350089264725503027376633608,touched_quote_without_depletion,,4e-05,False,missing_same_side_strict_through_support,11,53863,2594,1,same_touch_stable_enough,real_bbo_history_touch_stability,2594,1782283173546,,12.58676,,,37,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
46,trades,1782283177145,1782283177356754809,0.211863,buy,62812,62812,62813,1,0.005,12.58676,37,2517.352,19,0.00017,0,0.00017,12.59176,0.00001350089264725503027376633608,touched_quote_without_depletion,,4e-05,False,missing_same_side_strict_through_support,11,53863,3599,1,same_touch_stable_enough,real_bbo_history_touch_stability,3599,1782283173546,,12.58676,,,37,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
47,trades,1782283178028,1782283178291023297,0.263105,buy,62812,62812,62813,1,0.005,12.58676,37,2517.352,20,0.00017,0,0.00017,12.59176,0.00001350089264725503027376633608,touched_quote_without_depletion,,4e-05,False,missing_same_side_strict_through_support,11,53863,4482,1,same_touch_stable_enough,real_bbo_history_touch_stability,4482,1782283173546,,12.58676,,,37,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
48,l2Book,1782283178925,1782283179406680230,0.481808,buy,62811,62811,62812,1,0.005,6.64663,11,1329.326,20,0,0,0,6.65163,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,12,59242,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1782283178925,,6.64663,,,11,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
49,trades,1782283183289,1782283183601173751,0.312319,buy,62811,62811,62812,1,0.005,6.64663,11,1329.326,1,0,0,0,6.65163,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,11,53818,4364,1,same_touch_stable_enough,real_bbo_history_touch_stability,4364,1782283178925,,6.64663,,,11,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
50,trades,1782283183452,1782283183674038266,0.222103,buy,62811,62811,62812,1,0.005,6.64663,11,1329.326,8,0,0,0,6.65163,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,11,53818,4527,1,same_touch_stable_enough,real_bbo_history_touch_stability,4527,1782283178925,,6.64663,,,11,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
51,trades,1782283183709,1782283183907288723,0.198345,buy,62811,62811,62812,1,0.005,6.64663,11,1329.326,11,0,0,0,6.65163,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,11,53818,4784,1,same_touch_stable_enough,real_bbo_history_touch_stability,4784,1782283178925,,6.64663,,,11,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
52,trades,1782283183848,1782283184349980172,0.502079,buy,62811,62811,62812,1,0.005,6.64663,11,1329.326,12,0,0,0,6.65163,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,11,53818,4923,1,same_touch_stable_enough,real_bbo_history_touch_stability,4923,1782283178925,,6.64663,,,11,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
53,trades,1782283184045,1782283184516150063,0.471206,buy,62811,62811,62812,1,0.005,6.64663,11,1329.326,13,0,0,0,6.65163,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,11,53818,5120,1,last_l2_too_old,real_bbo_history_stale,5120,1782283178925,,6.64663,,,11,,missing,no_prior_same_touch_bbo,block,last_l2_too_old,last_l2_too_old,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
54,trades,1782283184425,1782283184748312717,0.323392,buy,62811,62811,62812,1,0.005,6.64663,11,1329.326,14,0,0,0,6.65163,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,11,53818,5500,1,last_l2_too_old,real_bbo_history_stale,5500,1782283178925,,6.64663,,,11,,missing,no_prior_same_touch_bbo,block,last_l2_too_old,last_l2_too_old,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
55,l2Book,1782283184425,1782283184748688158,0.323755,buy,62818,62818,62819,1,0.005,33.95621,102,6791.242,14,0.02885,0,0.02885,33.96121,0.0008494985897145596402483892653,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,12,59318,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1782283184425,,33.95621,,,102,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
56,trades,1782283185409,1782283185623468808,0.214594,buy,62818,62818,62819,1,0.005,33.95621,102,6791.242,15,0.03003,0,0.03003,33.96121,0.0008842441126214289773538693115,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,11,54008,984,1,same_touch_stable_enough,real_bbo_history_touch_stability,984,1782283184425,,33.95621,,,102,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
57,trades,1782283186814,1782283187000055057,0.186152,buy,62818,62818,62819,1,0.005,33.95621,102,6791.242,5,0.03407,0,0.03407,33.96121,0.001003203360539862978969241673,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,11,54008,2389,1,same_touch_stable_enough,real_bbo_history_touch_stability,2389,1782283184425,,33.95621,,,102,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
58,trades,1782283188025,1782283188302394960,0.277538,buy,62818,62818,62819,1,0.005,33.95621,102,6791.242,5,0.00621,0,0.00621,33.96121,0.0001828556756369987995127382093,touched_quote_without_depletion,,0.00155,False,missing_same_side_strict_through_support,11,54008,3600,1,same_touch_stable_enough,real_bbo_history_touch_stability,3600,1782283184425,,33.95621,,,102,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
