join_seq,timestamp_clock_policy,hyperliquid_decision_ts,binance_source_found,binance_source_age_ms,binance_source_age_bucket,cross_exchange_future_join,cross_exchange_missing_binance_join,binance_lead_quality,hyperliquid_lag_quality,joined_row_quality,basis_mid_px,basis_mid_ticks,basis_microprice_px,basis_contract_caveat,lead_lag_statistical_conclusion,binance_feature_seq,binance_source_raw_seq,binance_event_type,binance_local_ts,binance_exch_ts,binance_last_u,binance_prev_u,binance_sync_aligned,binance_sync_gap,binance_startup_excluded,binance_first_valid_update_aligned,binance_best_bid_px,binance_best_ask_px,binance_mid_px,binance_spread_ticks,binance_bid_top5_px,binance_ask_top5_px,binance_bid_top5_qtys,binance_ask_top5_qtys,binance_top5_bid_qty,binance_top5_ask_qty,binance_top5_imbalance,binance_top5_microprice_px,binance_microprice_minus_mid_ticks,binance_mid_move_ticks_from_prev,binance_rolling_abs_mid_move_ticks_5,binance_rolling_rv_ticks_20,binance_bookticker_u,binance_bookticker_local_ts,binance_bookticker_depth_age_ms,binance_bookticker_depth_age_bucket,binance_bookticker_bbo_match,binance_trade_pressure_status,binance_trade_pressure_bucket,hyperliquid_decision_seq,hyperliquid_decision_ts,hyperliquid_joined_raw_seq,hyperliquid_l2book_local_ts,hyperliquid_l2book_event_ts,hyperliquid_join_age_ms,hyperliquid_join_age_bucket,hyperliquid_future_join,hyperliquid_missing_join,hyperliquid_reconnect_recovery_crossed,hyperliquid_coin,hyperliquid_best_bid_px,hyperliquid_best_ask_px,hyperliquid_mid_px,hyperliquid_spread_ticks,hyperliquid_bid_topn_px,hyperliquid_ask_topn_px,hyperliquid_bid_topn_qtys,hyperliquid_ask_topn_qtys,hyperliquid_bid_topn_order_count,hyperliquid_ask_topn_order_count,hyperliquid_top5_bid_qty,hyperliquid_top5_ask_qty,hyperliquid_top5_imbalance,hyperliquid_top5_microprice_px,hyperliquid_microprice_minus_mid_ticks,hyperliquid_context_quality,hyperliquid_trade_pressure_status,hyperliquid_trade_pressure_bucket
932,local_controller_capture_ts_ns,1780378772038146252,true,9.090021,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-17.75,-177.5,-17.79255648,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,17369,251893,depthUpdate,1780378772029056231,1780378771969000000,10685798785305,10685798782341,True,False,False,,70600.7,70600.8,70600.75,1,70600.7|70600.5|70600.4|70600.3|70600.2,70600.8|70600.9|70601|70601.1|70601.2,0.776|0.003|0.008|0.006|0.001,8.999|0.798|0.003|0.002|0.071,0.794,9.873,-0.85112965,70600.70744352,-0.42556483,0,0,0,10685798768349,1780378771817354619,211.701612,stale_over_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,932,1780378772038146252,1580,1780378771768745853,1780378771411000000,269.400399,watch_250ms_to_stale_limit,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,0.08459|0.00054|0.00017|0.00139|0.00629,12.8104|0.96998|3.71942|3.72618|4.66178,2|3|1|3|4,50|8|8|9|10,0.09298,25.88776,-0.99284239,70618.0035788,-4.96421195,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
933,local_controller_capture_ts_ns,1780378772538146252,true,21.570037,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-17.75,-177.5,-17.77590669,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,17387,251967,depthUpdate,1780378772516576215,1780378772457000000,10685798820716,10685798819458,True,False,False,,70600.7,70600.8,70600.75,1,70600.7|70600.6|70600.5|70600.4|70600.3,70600.8|70600.9|70601|70601.1|70601.3,2.718|0.002|0.003|0.008|0.006,8.608|0.007|0.005|0.001|0.002,2.737,8.623,-0.5181338,70600.72409331,-0.2590669,0,0,0,10685798819869,1780378772498690683,17.885532,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,933,1780378772538146252,1581,1780378772290041529,1780378771954000000,248.104723,warm_50_250ms,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,0.08459|0.00054|0.00017|0.00154|0.21871,14.51161|4.07852|2.01824|1.78137|7.49673,2|3|1|4|5,51|12|7|7|12,0.30555,29.88647,-0.97975955,70618.01012022,-4.89879776,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
934,local_controller_capture_ts_ns,1780378773038146252,true,25.975383,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-17.75,-177.5,-17.77815164,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,17405,251998,depthUpdate,1780378773012170869,1780378772951000000,10685798852922,10685798851081,True,False,False,,70600.7,70600.8,70600.75,1,70600.7|70600.6|70600.5|70600.4|70600.3,70600.8|70600.9|70601|70601.1|70601.3,2.39|0.002|0.003|0.008|0.006,8.602|0.007|0.005|0.001|0.002,2.409,8.617,-0.56303283,70600.72184836,-0.28151642,0,0,0,10685798852201,1780378772998805717,13.365152,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,934,1780378773038146252,1583,1780378772817732039,1780378772495000000,220.414213,warm_50_250ms,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,0.08403|0.00054|0.00017|0.00154|0.00629,14.51161|4.07852|2.01824|1.78137|7.49673,2|3|1|4|4,51|12|7|7|12,0.09257,29.88647,-0.99382435,70618.00308782,-4.96912176,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
935,local_controller_capture_ts_ns,1780378773538146252,true,25.332469,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-17.75,-177.5,-17.77607776,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,17424,252036,depthUpdate,1780378773512813783,1780378773453000000,10685798879296,10685798877536,True,False,False,,70600.7,70600.8,70600.75,1,70600.7|70600.6|70600.5|70600.4|70600.3,70600.8|70600.9|70601|70601.2|70601.3,2.639|0.002|0.003|0.008|0.006,8.439|0.007|0.003|0.002|0.002,2.658,8.453,-0.52155522,70600.72392224,-0.26077761,0,0,0,10685798878751,1780378773505206265,7.607518,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,935,1780378773538146252,1584,1780378773452847481,1780378773048000000,85.298771,warm_50_250ms,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,0.08403|0.00054|0.00017|0.00154|0.00629,12.76796|1.95203|3.71941|3.90781|3.39877,2|3|1|4|4,50|10|8|9|10,0.09257,25.74598,-0.99283474,70618.00358263,-4.96417369,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
936,local_controller_capture_ts_ns,1780378774038146252,true,15.238203,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-29.15,-291.5,-29.19865125,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,17443,253917,depthUpdate,1780378774022908049,1780378773962000000,10685798991696,10685798975607,True,False,False,,70589.3,70589.4,70589.35,1,70589.3|70589.2|70588.8|70588.6|70588.5,70589.4|70589.5|70589.6|70590|70590.3,0.103|0.001|0.002|0.152|0.001,18.841|0.005|0.096|0.001|0.001,0.259,18.944,-0.97302505,70589.30134875,-0.48651252,-25,22.8,12.62933094,10685798991648,1780378774020568543,2.339506,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,936,1780378774038146252,1585,1780378773880780753,1780378773552000000,157.365499,warm_50_250ms,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,0.08403|0.00054|0.00017|0.00154|0.09535,12.69645|1.95203|3.71941|3.90781|3.22781,2|3|1|4|5,50|10|8|9|9,0.18163,25.50351,-0.98585719,70618.0070714,-4.92928596,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
937,local_controller_capture_ts_ns,1780378774538146252,true,21.013927,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-33.35,-333.5,-33.36036719,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,17462,255113,depthUpdate,1780378774517132325,1780378774458000000,10685799104360,10685799101900,True,False,False,,70584.1,70584.2,70584.15,1,70584.1|70584|70583.9|70583.8|70583.7,70584.2|70584.3|70584.4|70584.5|70584.6,5.489|0.025|0.001|0.002|0.074,8.441|0.003|0.002|0.004|0.066,5.591,8.516,-0.20734387,70584.13963281,-0.10367194,0,0,9.94233373,10685799104058,1780378774515027310,2.105015,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,937,1780378774538146252,1587,1780378774474982386,1780378774105000000,63.163866,warm_50_250ms,false,false,false,BTC,70616,70619,70617.5,30,70616.0|70615.0|70614.0|70613.0|70612.0,70619.0|70620.0|70621.0|70622.0|70623.0,0.00017|0.00054|0.09435|0.00039|0.31481,30.68135|5.2541|2.02901|8.16161|1.69389,1|3|4|2|2,63|14|7|8|6,0.41026,47.81996,-0.98298743,70616.02551886,-14.74481145,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
938,local_controller_capture_ts_ns,1780378775038146252,true,13.312378,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-27.35,-273.5,-27.398206,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,17481,255258,depthUpdate,1780378775024833874,1780378774958000000,10685799166068,10685799163028,True,False,False,,70584.1,70584.2,70584.15,1,70584.1|70584|70583.9|70583.8|70583.7,70584.2|70584.3|70584.4|70584.5|70584.6,0.135|0.024|0.001|0.002|0.043,11.029|0.006|0.002|0.179|0.006,0.205,11.222,-0.96412007,70584.101794,-0.48206003,0,0,0,10685799166068,1780378775024562224,0.271650,fresh_0_1ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,938,1780378775038146252,1590,1780378774968923172,1780378774624000000,69.223080,warm_50_250ms,false,false,false,BTC,70611,70612,70611.5,10,70611.0|70610.0|70609.0|70608.0|70607.0,70612.0|70613.0|70614.0|70615.0|70616.0,0.00039|0.00017|0.00039|0.00037|0.00039,2.58533|16.57642|21.01745|17.07472|13.07138,2|1|2|2|2,18|95|99|97|145,0.00171,70.3253,-0.99995137,70611.00002431,-4.99975685,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
939,local_controller_capture_ts_ns,1780378775538146252,true,11.946296,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-27.35,-273.5,-27.39846301,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,17500,255409,depthUpdate,1780378775526199956,1780378775466000000,10685799231411,10685799226730,True,False,False,,70584.1,70584.2,70584.15,1,70584.1|70584|70583.9|70583.8|70583.6,70584.2|70584.3|70584.4|70584.5|70584.6,0.132|0.024|0.001|0.002|0.002,10.12|0.008|0.001|0.179|0.006,0.161,10.314,-0.96926014,70584.10153699,-0.48463007,0,0,0,10685799230607,1780378775523707631,2.492325,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,939,1780378775538146252,1590,1780378774968923172,1780378774624000000,569.223080,watch_250ms_to_stale_limit,false,false,false,BTC,70611,70612,70611.5,10,70611.0|70610.0|70609.0|70608.0|70607.0,70612.0|70613.0|70614.0|70615.0|70616.0,0.00039|0.00017|0.00039|0.00037|0.00039,2.58533|16.57642|21.01745|17.07472|13.07138,2|1|2|2|2,18|95|99|97|145,0.00171,70.3253,-0.99995137,70611.00002431,-4.99975685,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
940,local_controller_capture_ts_ns,1780378776038146252,true,4.615021,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-19.85,-198.5,-19.89892224,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,17519,255542,depthUpdate,1780378776033531231,1780378775974000000,10685799293504,10685799291662,True,False,False,,70584.1,70584.2,70584.15,1,70584.1|70584|70583.9|70583.8|70583.6,70584.2|70584.3|70584.4|70584.5|70584.6,0.092|0.024|0.001|0.002|0.002,10.912|0.008|0.001|0.179|0.006,0.121,11.106,-0.97844482,70584.10107776,-0.48922241,0,0,0,10685799293257,1780378776030788885,2.742346,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,940,1780378776038146252,1593,1780378775545240781,1780378775205000000,492.905471,watch_250ms_to_stale_limit,false,false,false,BTC,70597,70611,70604,140,70597.0|70596.0|70595.0|70594.0|70593.0,70611.0|70612.0|70613.0|70614.0|70615.0,0.07129|0.37067|0.06723|0.13685|1.46354,46.34578|45.1139|15.16979|0.27442|0.31897,2|3|1|5|7,347|112|18|8|3,2.10958,107.22286,-0.96140981,70597.27013135,-67.29868646,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
941,local_controller_capture_ts_ns,1780378776538146252,true,13.243543,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-13.35,-133.5,-13.39892017,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,17537,255605,depthUpdate,1780378776524902709,1780378776466000000,10685799337941,10685799334913,True,False,False,,70584.1,70584.2,70584.15,1,70584.1|70584|70583.9|70583.8|70583.6,70584.2|70584.3|70584.4|70584.5|70584.6,0.083|0.024|0.001|0.002|0.002,10.066|0.008|0.001|0.179|0.006,0.112,10.26,-0.97840339,70584.10107983,-0.4892017,0,0,0,10685799337659,1780378776522979014,1.923695,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,941,1780378776538146252,1594,1780378776085422274,1780378775740000000,452.723978,watch_250ms_to_stale_limit,false,false,false,BTC,70597,70598,70597.5,10,70597.0|70596.0|70595.0|70594.0|70593.0,70598.0|70599.0|70600.0|70601.0|70602.0,0.70859|0.37099|0.33084|0.20688|0.99869,17.64121|2.79958|1.79111|8.09861|1.31814,11|5|4|6|7,60|9|8|17|10,2.61599,31.64865,-0.84730673,70597.07634664,-4.23653364,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
942,local_controller_capture_ts_ns,1780378777038146252,true,14.75654,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-19.95,-199.5,-19.97951344,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,17556,256260,depthUpdate,1780378777023389712,1780378776964000000,10685799392938,10685799389239,True,False,False,,70577.5,70577.6,70577.55,1,70577.5|70577.4|70577.2|70577.1|70577,70577.6|70577.7|70577.8|70577.9|70578,1.431|0.003|0.001|0.002|0.003,5.581|0.003|0.002|0.002|0.001,1.44,5.589,-0.59026889,70577.52048656,-0.29513444,0,0,14.75804865,10685799392797,1780378777022044439,1.345273,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,942,1780378777038146252,1598,1780378776636967153,1780378776269000000,401.179099,watch_250ms_to_stale_limit,false,false,false,BTC,70597,70598,70597.5,10,70597.0|70596.0|70595.0|70594.0|70593.0,70598.0|70599.0|70600.0|70601.0|70602.0,0.92059|0.37099|0.33099|0.75553|1.03118,17.97422|2.30583|0.58913|1.78168|0.02051,12|5|5|5|8,49|5|2|3|2,3.40928,22.67137,-0.73855866,70597.13072067,-3.69279332,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
943,local_controller_capture_ts_ns,1780378777538146252,true,13.108121,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-19.95,-199.5,-19.9987395,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,17575,256434,depthUpdate,1780378777525038131,1780378777466000000,10685799468168,10685799464061,True,False,False,,70577.5,70577.6,70577.55,1,70577.5|70577.4|70577.3|70576.8|70576.6,70577.6|70577.7|70577.8|70577.9|70578,0.07|0.003|0.002|0.002|0.004,6.333|0.004|0.005|0.002|0.001,0.081,6.345,-0.97478992,70577.5012605,-0.48739496,0,0,0,10685799468141,1780378777524096059,0.942072,fresh_0_1ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,943,1780378777538146252,1599,1780378777116843602,1780378776773000000,421.302650,watch_250ms_to_stale_limit,false,false,false,BTC,70597,70598,70597.5,10,70597.0|70596.0|70595.0|70594.0|70593.0,70598.0|70599.0|70600.0|70601.0|70602.0,0.00017|0.00466|0.00032|0.00251|0.07535,18.23677|4.86595|1.54507|1.51176|5.41205,1|4|2|3|4,57|10|4|2|6,0.08301,31.5716,-0.99475527,70597.00262237,-4.97377633,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
944,local_controller_capture_ts_ns,1780378778038146252,true,11.175451,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-19.95,-199.5,-19.99224783,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,17594,256666,depthUpdate,1780378778026970801,1780378777967000000,10685799516852,10685799513688,True,False,False,,70577.5,70577.6,70577.55,1,70577.5|70577.4|70577.3|70576.8|70576.6,70577.6|70577.7|70577.8|70577.9|70578,0.517|0.003|0.002|0.002|0.004,6.272|0.004|0.002|0.002|0.003,0.528,6.283,-0.84495669,70577.50775217,-0.42247834,0,0,0,10685799516141,1780378778022493680,4.477121,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,944,1780378778038146252,1601,1780378777709016374,1780378777318000000,329.129878,watch_250ms_to_stale_limit,false,false,false,BTC,70597,70598,70597.5,10,70597.0|70596.0|70595.0|70594.0|70593.0,70598.0|70599.0|70600.0|70601.0|70602.0,0.00017|0.00054|0.00017|0.00251|0.05279,27.37552|3.67028|2.05041|3.2541|2.04767,1|3|1|3|2,71|11|6|5|6,0.05618,38.39798,-0.99707808,70597.00146096,-4.9853904,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
945,local_controller_capture_ts_ns,1780378778538146252,true,3.859321,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-23.35,-233.5,-23.39220229,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,17613,257941,depthUpdate,1780378778534286931,1780378778470000000,10685799599169,10685799596896,True,False,False,,70571.1,70571.2,70571.15,1,70571.1|70571|70570.9|70570.8|70570.6,70571.2|70571.3|70571.5|70571.6|70571.7,1.395|0.002|0.001|0.001|0.001,16.43|0.076|0.002|0.001|0.045,1.4,16.554,-0.8440459,70571.10779771,-0.42202295,0,0,10.60188662,10685799599092,1780378778533421439,0.865492,fresh_0_1ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,945,1780378778538146252,1603,1780378778169008044,1780378777826000000,369.138208,watch_250ms_to_stale_limit,false,false,false,BTC,70594,70595,70594.5,10,70594.0|70593.0|70592.0|70591.0|70590.0,70595.0|70596.0|70597.0|70598.0|70599.0,0.00251|0.05279|0.00139|0.21366|0.00454,25.25394|21.80541|17.5139|27.3755|3.55587,3|2|3|3|5,146|132|123|71|10,0.27489,95.50462,-0.99425994,70594.00287003,-4.97129971,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
946,local_controller_capture_ts_ns,1780378779038146252,true,39.616551,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-26.25,-262.5,-26.29955449,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,17631,258724,depthUpdate,1780378778998529701,1780378778938000000,10685799689510,10685799684923,True,False,False,,70567.2,70567.3,70567.25,1,70567.2|70567|70566.9|70566.8|70566.6,70567.3|70567.4|70567.5|70567.6|70567.7,0.048|0.002|0.002|0.001|0.001,12.011|0.004|0.001|0.002|0.049,0.054,12.067,-0.99108984,70567.20044551,-0.49554492,0,0,7.5,10685799688485,1780378778990015781,8.513920,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,946,1780378779038146252,1606,1780378778737472908,1780378778358000000,300.673344,watch_250ms_to_stale_limit,false,false,false,BTC,70593,70594,70593.5,10,70593.0|70592.0|70591.0|70590.0|70589.0,70594.0|70595.0|70596.0|70597.0|70598.0,0.05215|0.00017|0.00017|0.00439|0.00329,47.55268|24.76962|6.12543|2.67454|3.96836,2|1|1|4|3,302|69|22|22|12,0.06017,85.09063,-0.99858674,70593.00070663,-4.99293371,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
947,local_controller_capture_ts_ns,1780378779538146252,true,6.594471,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-26.35,-263.5,-26.35355035,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,17651,259390,depthUpdate,1780378779531551781,1780378779472000000,10685799742567,10685799741094,True,False,False,,70562.1,70562.2,70562.15,1,70562.1|70562|70561.9|70561.8|70561.2,70562.2|70562.3|70562.4|70562.6|70562.8,7.712|0.005|0.072|0.001|0.001,8.774|0.005|0.082|0.002|0.119,7.791,8.982,-0.07100698,70562.14644965,-0.03550349,0,0,8.32165849,10685799737117,1780378779443871345,87.680436,stale_over_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,947,1780378779538146252,1609,1780378779304459159,1780378778898000000,233.687093,warm_50_250ms,false,false,false,BTC,70585,70592,70588.5,70,70585.0|70584.0|70583.0|70582.0|70581.0,70592.0|70593.0|70594.0|70595.0|70596.0,0.34939|0.00254|0.00039|0.00017|0.01253,30.52467|29.94907|45.33286|8.78231|1.46759,4|3|2|1|3,193|201|129|21|9,0.36502,116.0565,-0.99372934,70585.02194732,-34.78052683,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
948,local_controller_capture_ts_ns,1780378780038146252,true,16.638863,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-23.35,-233.5,-23.35488952,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,17669,259425,depthUpdate,1780378780021507389,1780378779961000000,10685799769458,10685799767100,True,False,False,,70562.1,70562.2,70562.15,1,70562.1|70562|70561.9|70561.8|70561.2,70562.2|70562.3|70562.4|70562.6|70562.8,7.81|0.006|0.001|0.001|0.001,9.304|0.007|0.082|0.002|0.119,7.819,9.514,-0.09779034,70562.14511048,-0.04889517,0,0,0,10685799765373,1780378779955079984,66.427405,stale_over_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,948,1780378780038146252,1610,1780378779834270690,1780378779459000000,203.875562,warm_50_250ms,false,false,false,BTC,70585,70586,70585.5,10,70585.0|70584.0|70583.0|70582.0|70581.0,70586.0|70587.0|70588.0|70589.0|70590.0,0.34917|0.00042|0.00017|0.00017|0.00039,42.74614|7.69715|4.89996|6.30745|3.9366,3|2|1|1|2,135|21|17|18|20,0.35032,65.5873,-0.9893742,70585.0053129,-4.946871,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
949,local_controller_capture_ts_ns,1780378780538146252,true,14.99834,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-23.35,-233.5,-23.35399941,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,17687,259457,depthUpdate,1780378780523147912,1780378780450000000,10685799796750,10685799795714,True,False,False,,70562.1,70562.2,70562.15,1,70562.1|70562|70561.9|70561.8|70561.2,70562.2|70562.3|70562.4|70562.6|70562.7,7.795|0.006|0.001|0.001|0.001,9.069|0.007|0.082|0.002|0.001,7.804,9.161,-0.07998821,70562.14600059,-0.03999411,0,0,0,10685799788742,1780378780381128400,142.019512,stale_over_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,949,1780378780538146252,1612,1780378780365588844,1780378779991000000,172.557408,warm_50_250ms,false,false,false,BTC,70585,70586,70585.5,10,70585.0|70584.0|70583.0|70582.0|70581.0,70586.0|70587.0|70588.0|70589.0|70590.0,0.33477|0.00017|0.00017|0.00017|0.00039,30.07401|8.17832|0.2924|1.72733|5.62393,3|1|1|1|2,91|12|2|2|8,0.33567,45.89599,-0.98547878,70585.00726061,-4.92739391,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
