event_sequence,source_channel,source_event_exchange_time_ms,source_local_receive_ts_ns,exchange_time_delta_from_previous_ms,local_receive_delta_from_previous_ms,exchange_time_regressed_from_previous,previous_l2_event_sequence,previous_l2_exchange_time_ms,latest_l2_age_ms_by_exchange_time,previous_trade_event_sequence,previous_trade_exchange_time_ms,latest_trade_age_ms_by_exchange_time,next_l2_event_sequence,next_l2_exchange_time_ms,next_l2_delta_ms_by_exchange_time,next_trade_event_sequence,next_trade_exchange_time_ms,next_trade_delta_ms_by_exchange_time,local_receive_ordering_status,exchange_time_ordering_status,bbo_history_count_proxy_from_candidate_events,bbo_history_span_ms_proxy,freshness_source,fresh_touch_evidence_status,top_reset_status,skip_reason
83,l2Book,1782283222209,1782283222510195762,199,249.362874,False,78,1782283216802,5407,82,1782283222010,199,86,1782283227591,5382,84,1782283222484,275,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,23,115977,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support
84,trades,1782283222484,1782283222674388690,275,164.192928,False,83,1782283222209,275,82,1782283222010,474,86,1782283227591,5107,85,1782283225015,2531,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,23,116252,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support
85,trades,1782283225015,1782283225267117326,2531,2592.728636,False,83,1782283222209,2806,84,1782283222484,2531,86,1782283227591,2576,87,1782283229045,4030,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,23,118783,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support
86,l2Book,1782283227591,1782283227860641157,2576,2593.523831,False,83,1782283222209,5382,85,1782283225015,2576,91,1782283233003,5412,87,1782283229045,1454,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,24,121359,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support
87,trades,1782283229045,1782283229283734347,1454,1423.09319,False,86,1782283227591,1454,85,1782283225015,4030,91,1782283233003,3958,88,1782283229664,619,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,24,122813,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
88,trades,1782283229664,1782283229850894266,619,567.159919,False,86,1782283227591,2073,87,1782283229045,619,91,1782283233003,3339,89,1782283231389,1725,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,24,123432,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support
89,trades,1782283231389,1782283231676926781,1725,1826.032515,False,86,1782283227591,3798,88,1782283229664,1725,91,1782283233003,1614,90,1782283232461,1072,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,24,125157,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support
90,trades,1782283232461,1782283232773712320,1072,1096.785539,False,86,1782283227591,4870,89,1782283231389,1072,91,1782283233003,542,92,1782283233932,1471,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,24,126229,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support
91,l2Book,1782283233003,1782283233364379463,542,590.667143,False,86,1782283227591,5412,90,1782283232461,542,97,1782283238441,5438,92,1782283233932,929,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,25,126771,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
92,trades,1782283233932,1782283234122913206,929,758.533743,False,91,1782283233003,929,90,1782283232461,1471,97,1782283238441,4509,93,1782283236415,2483,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,25,127700,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
93,trades,1782283236415,1782283236605549134,2483,2482.635928,False,91,1782283233003,3412,92,1782283233932,2483,97,1782283238441,2026,94,1782283237424,1009,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,25,130183,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
94,trades,1782283237424,1782283237646159343,1009,1040.610209,False,91,1782283233003,4421,93,1782283236415,1009,97,1782283238441,1017,95,1782283237692,268,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,25,131192,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
95,trades,1782283237692,1782283237886636288,268,240.476945,False,91,1782283233003,4689,94,1782283237424,268,97,1782283238441,749,96,1782283238026,334,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,25,131460,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
96,trades,1782283238026,1782283238269403221,334,382.766933,False,91,1782283233003,5023,95,1782283237692,334,97,1782283238441,415,98,1782283241230,3204,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,25,131794,real_bbo_history_stale,block,reset_supported,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence
97,l2Book,1782283238441,1782283238783467288,415,514.064067,False,91,1782283233003,5438,96,1782283238026,415,100,1782283243812,5371,98,1782283241230,2789,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,26,132209,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
98,trades,1782283241230,1782283241448710645,2789,2665.243357,False,97,1782283238441,2789,96,1782283238026,3204,100,1782283243812,2582,99,1782283241295,65,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,26,134998,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
99,trades,1782283241295,1782283241515992871,65,67.282226,False,97,1782283238441,2854,98,1782283241230,65,100,1782283243812,2517,101,1782283244009,2714,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,26,135063,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
100,l2Book,1782283243812,1782283244093705029,2517,2577.712158,False,97,1782283238441,5371,99,1782283241295,2517,106,1782283249222,5410,101,1782283244009,197,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,27,137580,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
101,trades,1782283244009,1782283244230820463,197,137.115434,False,100,1782283243812,197,99,1782283241295,2714,106,1782283249222,5213,102,1782283244836,827,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,27,137777,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
102,trades,1782283244836,1782283245041931779,827,811.111316,False,100,1782283243812,1024,101,1782283244009,827,106,1782283249222,4386,103,1782283245303,467,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,27,138604,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
103,trades,1782283245303,1782283245518638034,467,476.706255,False,100,1782283243812,1491,102,1782283244836,467,106,1782283249222,3919,104,1782283245454,151,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,27,139071,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
104,trades,1782283245454,1782283245721687930,151,203.049896,False,100,1782283243812,1642,103,1782283245303,151,106,1782283249222,3768,105,1782283248005,2551,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,27,139222,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
105,trades,1782283248005,1782283248263366099,2551,2541.678169,False,100,1782283243812,4193,104,1782283245454,2551,106,1782283249222,1217,107,1782283249561,1556,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,27,141773,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
106,l2Book,1782283249222,1782283249546949250,1217,1283.583151,False,100,1782283243812,5410,105,1782283248005,1217,111,1782283254644,5422,107,1782283249561,339,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,28,142990,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
107,trades,1782283249561,1782283249865473726,339,318.524476,False,106,1782283249222,339,105,1782283248005,1556,111,1782283254644,5083,108,1782283251027,1466,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,28,143329,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
108,trades,1782283251027,1782283251283277426,1466,1417.8037,False,106,1782283249222,1805,107,1782283249561,1466,111,1782283254644,3617,109,1782283252056,1029,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,28,144795,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
109,trades,1782283252056,1782283252295193497,1029,1011.916071,False,106,1782283249222,2834,108,1782283251027,1029,111,1782283254644,2588,110,1782283254376,2320,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,28,145824,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
110,trades,1782283254376,1782283254861676851,2320,2566.483354,False,106,1782283249222,5154,109,1782283252056,2320,111,1782283254644,268,112,1782283255082,706,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,28,148144,real_bbo_history_stale,block,reset_supported,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence
111,l2Book,1782283254644,1782283255082247275,268,220.570424,False,106,1782283249222,5422,110,1782283254376,268,116,1782283260047,5403,112,1782283255082,438,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,29,148412,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
112,trades,1782283255082,1782283255340362336,438,258.115061,False,111,1782283254644,438,110,1782283254376,706,116,1782283260047,4965,113,1782283257542,2460,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,29,148850,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
113,trades,1782283257542,1782283257768164174,2460,2427.801838,False,111,1782283254644,2898,112,1782283255082,2460,116,1782283260047,2505,114,1782283258283,741,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,29,151310,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
114,trades,1782283258283,1782283258495888765,741,727.724591,False,111,1782283254644,3639,113,1782283257542,741,116,1782283260047,1764,115,1782283258480,197,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,29,152051,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
115,trades,1782283258480,1782283258755530259,197,259.641494,False,111,1782283254644,3836,114,1782283258283,197,116,1782283260047,1567,117,1782283264884,6404,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,29,152248,real_bbo_history_touch_stability,pass,reset_supported,outside_quality_a_b_queue_bands
116,l2Book,1782283260047,1782283260545778219,1567,1790.24796,False,111,1782283254644,5403,115,1782283258480,1567,118,1782283265358,5311,117,1782283264884,4837,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,30,153815,real_bbo_history_insufficient,block,missing,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput
117,trades,1782283264884,1782283265130870173,4837,4585.091954,False,116,1782283260047,4837,115,1782283258480,6404,118,1782283265358,474,119,1782283266231,1347,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,30,158652,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
118,l2Book,1782283265358,1782283265658790389,474,527.920216,False,116,1782283260047,5311,117,1782283264884,474,123,1782283270705,5347,119,1782283266231,873,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,31,159126,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support
119,trades,1782283266231,1782283266426183850,873,767.393461,False,118,1782283265358,873,117,1782283264884,1347,123,1782283270705,4474,120,1782283268039,1808,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,31,159999,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support
120,trades,1782283268039,1782283268360620958,1808,1934.437108,False,118,1782283265358,2681,119,1782283266231,1808,123,1782283270705,2666,121,1782283270370,2331,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,31,161807,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support
121,trades,1782283270370,1782283270559324421,2331,2198.703463,False,118,1782283265358,5012,120,1782283268039,2331,123,1782283270705,335,122,1782283270420,50,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,31,164138,real_bbo_history_stale,block,not_reset,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence
122,trades,1782283270420,1782283270608252272,50,48.927851,False,118,1782283265358,5062,121,1782283270370,50,123,1782283270705,285,124,1782283274000,3580,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,31,164188,real_bbo_history_stale,block,not_reset,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence
123,l2Book,1782283270705,1782283270990491488,285,382.239216,False,118,1782283265358,5347,122,1782283270420,285,125,1782283276126,5421,124,1782283274000,3295,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,32,164473,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
124,trades,1782283274000,1782283274232104078,3295,3241.61259,False,123,1782283270705,3295,122,1782283270420,3580,125,1782283276126,2126,126,1782283276738,2738,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,32,167768,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
