inventory_bucket,side_class,quote_distance_bucket,fair_or_reservation_edge_bucket,latency_stale_bucket,post_only_safety_bucket,reject_throttle_churn_bucket,fill_after_cancel_bucket,bucket_level,scope,rows_before,rows_after,rows_delta,fills_before,fills_after,fills_delta,sample_count_before,sample_count_after,sample_count_delta,fill_sample_count_before,fill_sample_count_after,fill_sample_count_delta,fill_rate_before,fill_rate_after,fill_rate_delta,clean_only_fill_mass_before,clean_only_fill_mass_after,clean_only_fill_mass_delta,side_adjusted_markout_5000ms_mean_before,side_adjusted_markout_5000ms_mean_after,spread_capture_ticks_mean_before,spread_capture_ticks_mean_after,fee_adjusted_spread_capture_ticks_mean_before,fee_adjusted_spread_capture_ticks_mean_after,fill_after_cancel_rate_before,fill_after_cancel_rate_after,inventory_increasing_fill_rate_before,inventory_increasing_fill_rate_after,inventory_reducing_fill_rate_before,inventory_reducing_fill_rate_after,post_only_risk_rows_before,post_only_risk_rows_after,reject_throttle_churn_rows_before,reject_throttle_churn_rows_after,verdict_before,verdict_after,flow_class,flow_note
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,233,265,32,21,23,2,8,9,1,7,8,1,0.090129,0.086792,-0.003336,,,0,-101.785714,-98.166667,0.214286,0.23913,0.214286,0.23913,0.571429,0.565217,0,0,0.333333,0.347826,0,0,233,265,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,188,220,32,18,20,2,7,8,1,6,7,1,0.095745,0.090909,-0.004836,18,20,2,-103.653846,-99.642857,0.166667,0.2,0.166667,0.2,0.555556,0.55,0,0,0.277778,0.3,0,0,188,220,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
mild_skew,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,post_only_clean,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,30,59,29,1,3,2,6,7,1,1,2,1,0.033333,0.050847,0.017514,,,0,-165.5,-20.833333,18.5,23.5,18.5,23.5,0,0,0,0,0,0,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
mild_skew,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,post_only_clean,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,23,52,29,0,2,2,5,6,1,0,1,1,0,0.038462,0.038462,0,2,2,,51.5,,26,,26,,0,,0,,0,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
mild_skew,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,46,75,29,1,3,2,7,8,1,1,2,1,0.021739,0.04,0.018261,,,0,-44.5,-93.166667,23.5,24.833333,23.5,24.833333,0,0,0,0,0,0.333333,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
mild_skew,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,40,69,29,1,3,2,6,7,1,1,2,1,0.025,0.043478,0.018478,1,3,2,-44.5,-93.166667,23.5,24.833333,23.5,24.833333,0,0,0,0,0,0.333333,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
mild_skew,reduce_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,438,466,28,41,43,2,8,9,1,8,9,1,0.093607,0.092275,-0.001333,,,0,-9.605263,-11.346154,2.865854,2.755814,2.865854,2.755814,0.512195,0.511628,0,0,0.609756,0.604651,0,0,438,466,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
mild_skew,reduce_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,412,440,28,37,39,2,7,8,1,7,8,1,0.089806,0.088636,-0.001169,37,39,2,-2.385714,-4.472222,3.040541,2.910256,3.040541,2.910256,0.540541,0.538462,0,0,0.567568,0.564103,0,0,412,440,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,169,195,26,13,15,2,8,9,1,7,8,1,0.076923,0.076923,0,,,0,-75.2,-65.916667,-0.230769,-0.133333,-0.230769,-0.133333,0.384615,0.4,0,0,0.307692,0.333333,0,0,169,195,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,133,159,26,9,11,2,7,8,1,6,7,1,0.067669,0.069182,0.001513,9,11,2,-36.5,-32.25,-0.555556,-0.363636,-0.555556,-0.363636,0.444444,0.454545,0,0,0.111111,0.181818,0,0,133,159,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,77,97,20,10,12,2,8,9,1,5,6,1,0.12987,0.123711,-0.006159,,,0,-159.833333,-119.75,0.6,0.583333,0.6,0.583333,0.4,0.416667,0,0,0.9,0.916667,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,65,85,20,8,10,2,7,8,1,4,5,1,0.123077,0.117647,-0.00543,8,10,2,-88.5,-58.833333,0.625,0.6,0.625,0.6,0.5,0.5,0,0,0.875,0.9,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,46,65,19,7,9,2,8,9,1,4,5,1,0.152174,0.138462,-0.013712,,,0,-188.5,-145.25,0.5,0.5,0.5,0.5,0.285714,0.222222,0,0,0.714286,0.777778,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,41,60,19,7,9,2,7,8,1,4,5,1,0.170732,0.15,-0.020732,7,9,2,-188.5,-145.25,0.5,0.5,0.5,0.5,0.285714,0.222222,0,0,0.714286,0.777778,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
mild_skew,reduce_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,28,39,11,2,4,2,8,9,1,2,3,1,0.071429,0.102564,0.031136,,,0,172,172,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.25,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
mild_skew,reduce_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,22,33,11,2,4,2,7,8,1,2,3,1,0.090909,0.121212,0.030303,2,4,2,172,172,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.25,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
mild_skew,add_side,touch,edge_strong_favorable,stale_latency_high,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,36,44,8,5,7,2,6,7,1,4,5,1,0.138889,0.159091,0.020202,,,0,-173.5,-130.5,0.5,0.5,0.5,0.5,0.6,0.571429,0.2,0.428571,0,0,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
mild_skew,add_side,touch,edge_strong_favorable,stale_latency_high,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,27,35,8,5,7,2,5,6,1,4,5,1,0.185185,0.2,0.014815,5,7,2,-173.5,-130.5,0.5,0.5,0.5,0.5,0.6,0.571429,0.2,0.428571,0,0,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
mild_skew,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,post_only_clean,churn_normal,filled_no_cancel_race,fill_after_cancel_sensitivity,accepted_set,1,3,2,1,3,2,1,2,1,1,2,1,1,1,0,,,0,-165.5,-20.833333,18.5,23.5,18.5,23.5,0,0,0,0,0,0,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
mild_skew,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,post_only_clean,churn_normal,filled_no_cancel_race,fill_after_cancel_sensitivity,clean_only,0,2,2,0,2,2,0,1,1,0,1,1,,1,1,,2,2,,51.5,,26,,26,,0,,0,,0,,0,,0,,needs_more_clean_fills,new_bucket,new clean-only bucket appeared or became active after the 120min sample
mild_skew,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,post_only_clean,recent_reject_or_throttle,fill_after_cancel_fast,fill_after_cancel_sensitivity,accepted_set,21,23,2,21,23,2,7,8,1,7,8,1,1,1,0,,,0,-46.775,-47.568182,38.452381,34.586957,38.452381,34.586957,1,1,0.571429,0.565217,0,0,0,0,21,23,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
mild_skew,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,post_only_clean,recent_reject_or_throttle,fill_after_cancel_fast,fill_after_cancel_sensitivity,clean_only,20,22,2,20,22,2,6,7,1,6,7,1,1,1,0,20,22,2,-43.526316,-44.666667,39.15,35.045455,39.15,35.045455,1,1,0.55,0.545455,0,0,0,0,20,22,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,filled_no_cancel_race,fill_after_cancel_sensitivity,accepted_set,4,6,2,4,6,2,3,4,1,3,4,1,1,1,0,,,0,-44.166667,-102.75,0.5,0.5,0.5,0.5,0,0,0.25,0.333333,0,0,0,0,4,6,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,filled_no_cancel_race,fill_after_cancel_sensitivity,clean_only,2,4,2,2,4,2,2,3,1,2,3,1,1,1,0,2,4,2,3.5,-90.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0,0,0,0,2,4,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
mild_skew,add_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,recent_reject_or_throttle,fill_after_cancel_fast,fill_after_cancel_sensitivity,accepted_set,24,26,2,24,26,2,7,8,1,7,8,1,1,1,0,,,0,-86.444444,-87.45,2.458333,2.307692,2.458333,2.307692,1,1,0.375,0.423077,0,0,0,0,24,26,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
mild_skew,add_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,recent_reject_or_throttle,fill_after_cancel_fast,fill_after_cancel_sensitivity,clean_only,21,23,2,21,23,2,6,7,1,6,7,1,1,1,0,21,23,2,-89.911765,-90.605263,2.738095,2.543478,2.738095,2.543478,1,1,0.333333,0.391304,0,0,0,0,21,23,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
flat,flat_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,recent_reject_or_throttle,fill_after_cancel_fast,fill_after_cancel_sensitivity,accepted_set,8,10,2,8,10,2,3,4,1,3,4,1,1,1,0,,,0,-93.785714,-84.388889,8.75,7.1,8.75,7.1,1,1,0.375,0.3,0,0,0,0,8,10,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
flat,flat_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,recent_reject_or_throttle,fill_after_cancel_fast,fill_after_cancel_sensitivity,clean_only,8,10,2,8,10,2,3,4,1,3,4,1,1,1,0,8,10,2,-93.785714,-84.388889,8.75,7.1,8.75,7.1,1,1,0.375,0.3,0,0,0,0,8,10,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
flat,flat_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,recent_reject_or_throttle,filled_no_cancel_race,fill_after_cancel_sensitivity,accepted_set,18,20,2,18,20,2,7,8,1,7,8,1,1,1,0,,,0,-19.75,-19.75,0.5,0.5,0.5,0.5,0,0,0.555556,0.55,0,0,0,0,18,20,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
flat,flat_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,recent_reject_or_throttle,filled_no_cancel_race,fill_after_cancel_sensitivity,clean_only,17,19,2,17,19,2,6,7,1,6,7,1,1,1,0,17,19,2,-17.318182,-17.318182,0.5,0.5,0.5,0.5,0,0,0.529412,0.526316,0,0,0,0,17,19,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,fast_cancel_churn,fill_after_cancel_fast,fill_after_cancel_sensitivity,accepted_set,2,4,2,2,4,2,1,2,1,1,2,1,1,1,0,,,0,-3.5,-3.5,27,20.75,27,20.75,1,1,0,0,0.5,0.75,0,0,2,4,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,fast_cancel_churn,fill_after_cancel_fast,fill_after_cancel_sensitivity,clean_only,0,2,2,0,2,2,0,1,1,0,1,1,,1,1,,2,2,,,,14.5,,14.5,,1,,0,,1,,0,,2,,reject_quality_negative,new_bucket,new clean-only bucket appeared or became active after the 120min sample
mild_skew,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,churn_normal,filled_no_cancel_race,fill_after_cancel_sensitivity,accepted_set,1,3,2,1,3,2,1,2,1,1,2,1,1,1,0,,,0,-44.5,-93.166667,23.5,24.833333,23.5,24.833333,0,0,0,0,0,0.333333,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
mild_skew,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,churn_normal,filled_no_cancel_race,fill_after_cancel_sensitivity,clean_only,1,3,2,1,3,2,1,2,1,1,2,1,1,1,0,1,3,2,-44.5,-93.166667,23.5,24.833333,23.5,24.833333,0,0,0,0,0,0.333333,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,churn_normal,filled_no_cancel_race,fill_after_cancel_sensitivity,accepted_set,5,7,2,5,7,2,3,4,1,3,4,1,1,1,0,,,0,-188.5,-145.25,0.5,0.5,0.5,0.5,0,0,0,0,0.8,0.857143,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,churn_normal,filled_no_cancel_race,fill_after_cancel_sensitivity,clean_only,5,7,2,5,7,2,3,4,1,3,4,1,1,1,0,5,7,2,-188.5,-145.25,0.5,0.5,0.5,0.5,0,0,0,0,0.8,0.857143,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
mild_skew,reduce_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,churn_normal,filled_no_cancel_race,fill_after_cancel_sensitivity,accepted_set,2,4,2,2,4,2,2,3,1,2,3,1,1,1,0,,,0,172,172,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.25,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
mild_skew,reduce_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,churn_normal,filled_no_cancel_race,fill_after_cancel_sensitivity,clean_only,2,4,2,2,4,2,2,3,1,2,3,1,1,1,0,2,4,2,172,172,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.25,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
mild_skew,reduce_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,recent_reject_or_throttle,fill_after_cancel_fast,fill_after_cancel_sensitivity,accepted_set,4,6,2,4,6,2,4,5,1,4,5,1,1,1,0,,,0,-79,-73.166667,0.5,0.5,0.5,0.5,1,1,0,0,1,1,0,0,4,6,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
mild_skew,reduce_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,recent_reject_or_throttle,fill_after_cancel_fast,fill_after_cancel_sensitivity,clean_only,3,5,2,3,5,2,3,4,1,3,4,1,1,1,0,3,5,2,-158.5,-110,0.5,0.5,0.5,0.5,1,1,0,0,1,1,0,0,3,5,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
mild_skew,reduce_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,recent_reject_or_throttle,filled_no_cancel_race,fill_after_cancel_sensitivity,accepted_set,21,23,2,21,23,2,5,6,1,5,6,1,1,1,0,,,0,-189.333333,-186.131579,0.5,0.5,0.5,0.5,0,0,0,0,0.52381,0.521739,0,0,21,23,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
mild_skew,reduce_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,recent_reject_or_throttle,filled_no_cancel_race,fill_after_cancel_sensitivity,clean_only,19,21,2,19,21,2,4,5,1,4,5,1,1,1,0,19,21,2,-192.441176,-188.888889,0.5,0.5,0.5,0.5,0,0,0,0,0.526316,0.52381,0,0,19,21,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,1428,1686,258,17,18,1,8,9,1,6,7,1,0.011905,0.010676,-0.001229,,,0,-43.346154,-43.346154,39.625,39.5,39.625,39.5,0.588235,0.555556,0,0,0.470588,0.5,0,0,1428,1686,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
